date,hour,energy_kWh
2013-01-04,18,1.746
2013-01-04,19,3.140
2013-01-04,20,2.684
2013-01-04,21,1.348
2013-01-04,22,1.932
2013-01-04,23,2.597
2013-01-05,00,0.957
2013-01-05,01,0.756
2013-01-05,02,0.558
2013-01-05,03,1.159
2013-01-05,04,1.202
2013-01-05,05,1.638
2013-01-05,06,0.756
2013-01-05,07,1.900
2013-01-05,08,1.568
2013-01-05,09,1.593
2013-01-05,10,2.106
2013-01-05,11,1.991
2013-01-05,12,0.943
2013-01-05,13,1.798
2013-01-05,14,1.475
2013-01-05,15,2.148
2013-01-05,16,0.906
2013-01-05,17,2.403
2013-01-05,18,1.995
2013-01-05,19,1.511
2013-01-05,20,1.394
2013-01-05,21,1.893
2013-01-05,22,1.652
2013-01-05,23,3.509
2013-01-06,00,1.666
2013-01-06,01,0.567
2013-01-06,02,0.547
2013-01-06,03,0.574
2013-01-06,04,0.531
2013-01-06,05,0.566
2013-01-06,06,0.569
2013-01-06,07,0.514
2013-01-06,08,2.221
2013-01-06,09,2.129
2013-01-06,10,1.286
2013-01-06,11,2.387
2013-01-06,12,1.196
2013-01-06,13,1.294
2013-01-06,14,1.715
2013-01-06,15,0.907
2013-01-06,16,1.790
2013-01-06,17,1.071
2013-01-06,18,2.080
2013-01-06,19,3.170
2013-01-06,20,2.653
2013-01-06,21,1.394
2013-01-06,22,1.672
2013-01-06,23,1.587
2013-01-07,00,0.809
2013-01-07,01,0.543
2013-01-07,02,0.550
2013-01-07,03,0.605
2013-01-07,04,0.640
2013-01-07,05,0.568
2013-01-07,06,0.559
2013-01-07,07,0.518
2013-01-07,08,0.922
2013-01-07,09,0.505
2013-01-07,10,1.012
2013-01-07,11,0.885
2013-01-07,12,0.818
2013-01-07,13,0.928
2013-01-07,14,0.769
2013-01-07,15,0.812
2013-01-07,16,1.412
2013-01-07,17,2.030
2013-01-07,18,3.061
2013-01-07,19,1.985
2013-01-07,20,1.914
2013-01-07,21,2.128
2013-01-07,22,1.889
2013-01-07,23,1.629
2013-01-08,00,1.541
2013-01-08,01,0.538
2013-01-08,02,0.563
2013-01-08,03,0.576
2013-01-08,04,0.512
2013-01-08,05,0.585
2013-01-08,06,0.554
2013-01-08,07,0.564
2013-01-08,08,1.836
2013-01-08,09,0.886
2013-01-08,10,1.064
2013-01-08,11,0.968
2013-01-08,12,0.531
2013-01-08,13,0.890
2013-01-08,14,1.124
2013-01-08,15,1.093
2013-01-08,16,0.982
2013-01-08,17,1.815
2013-01-08,18,3.127
2013-01-08,19,1.734
2013-01-08,20,1.583
2013-01-08,21,1.634
2013-01-08,22,2.807
2013-01-08,23,2.482
2013-01-09,00,3.315
2013-01-09,01,0.604
2013-01-09,02,1.897
2013-01-09,03,0.525
2013-01-09,04,1.290
2013-01-09,05,1.193
2013-01-09,06,0.942
2013-01-09,07,1.698
2013-01-09,08,2.553
2013-01-09,09,1.169
2013-01-09,10,1.676
2013-01-09,11,1.580
2013-01-09,12,1.041
2013-01-09,13,5.051
2013-01-09,14,0.575
2013-01-09,15,1.440
2013-01-09,16,1.916
2013-01-09,17,1.749
2013-01-09,18,1.364
2013-01-09,19,2.920
2013-01-09,20,2.231
2013-01-09,21,1.374
2013-01-09,22,1.364
2013-01-09,23,2.158
2013-01-10,00,0.912
2013-01-10,01,0.577
2013-01-10,02,0.575
2013-01-10,03,0.550
2013-01-10,04,0.549
2013-01-10,05,0.682
2013-01-10,06,0.553
2013-01-10,07,0.557
2013-01-10,08,1.459
2013-01-10,09,1.038
2013-01-10,10,0.962
2013-01-10,11,1.042
2013-01-10,12,0.875
2013-01-10,13,0.734
2013-01-10,14,0.801
2013-01-10,15,0.800
2013-01-10,16,0.573
2013-01-10,17,0.623
2013-01-10,18,2.127
2013-01-10,19,3.279
2013-01-10,20,2.385
2013-01-10,21,1.689
2013-01-10,22,1.407
2013-01-10,23,1.325
2013-01-11,00,2.160
2013-01-11,01,0.686
2013-01-11,02,0.558
2013-01-11,03,0.666
2013-01-11,04,0.590
2013-01-11,05,0.563
2013-01-11,06,0.579
2013-01-11,07,0.593
2013-01-11,08,1.906
2013-01-11,09,0.777
2013-01-11,10,0.850
2013-01-11,11,0.929
2013-01-11,12,0.684
2013-01-11,13,0.564
2013-01-11,14,0.904
2013-01-11,15,0.839
2013-01-11,16,1.027
2013-01-11,17,1.080
2013-01-11,18,1.077
2013-01-11,19,0.804
2013-01-11,20,0.951
2013-01-11,21,1.558
2013-01-11,22,1.489
2013-01-11,23,1.597
2013-01-12,00,0.786
2013-01-12,01,0.587
2013-01-12,02,0.570
2013-01-12,03,0.611
2013-01-12,04,0.587
2013-01-12,05,0.587
2013-01-12,06,0.563
2013-01-12,07,0.605
2013-01-12,08,0.690
2013-01-12,09,0.544
2013-01-12,10,0.908
2013-01-12,11,1.161
2013-01-12,12,0.679
2013-01-12,13,0.621
2013-01-12,14,0.752
2013-01-12,15,1.226
2013-01-12,16,1.111
2013-01-12,17,1.596
2013-01-12,18,1.442
2013-01-12,19,1.974
2013-01-12,20,1.978
2013-01-12,21,1.060
2013-01-12,22,1.464
2013-01-12,23,1.500
2013-01-13,00,1.422
2013-01-13,01,0.568
2013-01-13,02,0.663
2013-01-13,03,0.447
2013-01-13,04,0.449
2013-01-13,05,0.714
2013-01-13,06,0.448
2013-01-13,07,0.783
2013-01-13,08,0.861
2013-01-13,09,1.024
2013-01-13,10,1.060
2013-01-13,11,1.020
2013-01-13,12,1.258
2013-01-13,13,0.741
2013-01-13,14,1.198
2013-01-13,15,0.625
2013-01-13,16,1.380
2013-01-13,17,0.899
2013-01-13,18,2.436
2013-01-13,19,3.023
2013-01-13,20,4.361
2013-01-13,21,3.878
2013-01-13,22,1.804
2013-01-13,23,1.445
2013-01-14,00,0.569
2013-01-14,01,0.703
2013-01-14,02,0.698
2013-01-14,03,0.690
2013-01-14,04,0.742
2013-01-14,05,0.704
2013-01-14,06,0.689
2013-01-14,07,0.684
2013-01-14,08,1.809
2013-01-14,09,1.050
2013-01-14,10,0.907
2013-01-14,11,0.937
2013-01-14,12,1.126
2013-01-14,13,0.812
2013-01-14,14,0.783
2013-01-14,15,1.034
2013-01-14,16,1.135
2013-01-14,17,1.101
2013-01-14,18,3.224
2013-01-14,19,2.095
2013-01-14,20,1.955
2013-01-14,21,1.607
2013-01-14,22,1.675
2013-01-14,23,1.460
2013-01-15,00,0.683
2013-01-15,01,0.551
2013-01-15,02,0.555
2013-01-15,03,0.532
2013-01-15,04,0.587
2013-01-15,05,0.547
2013-01-15,06,0.551
2013-01-15,07,0.588
2013-01-15,08,2.202
2013-01-15,09,1.359
2013-01-15,10,3.819
2013-01-15,11,1.171
2013-01-15,12,1.017
2013-01-15,13,4.030
2013-01-15,14,0.836
2013-01-15,15,0.871
2013-01-15,16,1.036
2013-01-15,17,1.117
2013-01-15,18,1.736
2013-01-15,19,1.925
2013-01-15,20,1.739
2013-01-15,21,1.195
2013-01-15,22,1.814
2013-01-15,23,1.765
2013-01-16,00,0.883
2013-01-16,01,0.547
2013-01-16,02,0.522
2013-01-16,03,0.546
2013-01-16,04,0.562
2013-01-16,05,0.553
2013-01-16,06,0.554
2013-01-16,07,0.579
2013-01-16,08,2.029
2013-01-16,09,1.171
2013-01-16,10,0.931
2013-01-16,11,1.030
2013-01-16,12,0.924
2013-01-16,13,0.562
2013-01-16,14,0.685
2013-01-16,15,1.003
2013-01-16,16,0.795
2013-01-16,17,1.064
2013-01-16,18,1.630
2013-01-16,19,1.450
2013-01-16,20,3.375
2013-01-16,21,1.330
2013-01-16,22,1.728
2013-01-16,23,2.704
2013-01-17,00,2.050
2013-01-17,01,0.576
2013-01-17,02,0.560
2013-01-17,03,0.563
2013-01-17,04,0.548
2013-01-17,05,0.532
2013-01-17,06,0.595
2013-01-17,07,0.579
2013-01-17,08,1.896
2013-01-17,09,1.094
2013-01-17,10,0.648
2013-01-17,11,0.676
2013-01-17,12,0.644
2013-01-17,13,0.699
2013-01-17,14,0.864
2013-01-17,15,1.568
2013-01-17,16,1.632
2013-01-17,17,1.997
2013-01-17,18,1.540
2013-01-17,19,1.655
2013-01-17,20,1.495
2013-01-17,21,1.277
2013-01-17,22,1.483
2013-01-17,23,1.380
2013-01-18,00,0.940
2013-01-18,01,0.726
2013-01-18,02,0.560
2013-01-18,03,0.561
2013-01-18,04,0.568
2013-01-18,05,0.545
2013-01-18,06,0.577
2013-01-18,07,0.562
2013-01-18,08,1.898
2013-01-18,09,0.957
2013-01-18,10,1.044
2013-01-18,11,0.908
2013-01-18,12,0.735
2013-01-18,13,1.017
2013-01-18,14,0.875
2013-01-18,15,0.890
2013-01-18,16,1.143
2013-01-18,17,1.452
2013-01-18,18,0.599
2013-01-18,19,0.927
2013-01-18,20,1.479
2013-01-18,21,1.644
2013-01-18,22,1.914
2013-01-18,23,1.747
2013-01-19,00,1.754
2013-01-19,01,0.643
2013-01-19,02,0.602
2013-01-19,03,0.567
2013-01-19,04,0.566
2013-01-19,05,0.542
2013-01-19,06,0.577
2013-01-19,07,0.560
2013-01-19,08,0.673
2013-01-19,09,1.066
2013-01-19,10,1.432
2013-01-19,11,2.507
2013-01-19,12,1.108
2013-01-19,13,2.278
2013-01-19,14,1.207
2013-01-19,15,1.278
2013-01-19,16,1.313
2013-01-19,17,2.119
2013-01-19,18,1.517
2013-01-19,19,2.017
2013-01-19,20,2.292
2013-01-19,21,1.576
2013-01-19,22,1.771
2013-01-19,23,1.724
2013-01-20,00,1.051
2013-01-20,01,0.904
2013-01-20,02,0.553
2013-01-20,03,0.545
2013-01-20,04,0.603
2013-01-20,05,0.564
2013-01-20,06,0.542
2013-01-20,07,0.568
2013-01-20,08,0.616
2013-01-20,09,1.086
2013-01-20,10,0.803
2013-01-20,11,1.799
2013-01-20,12,3.690
2013-01-20,13,2.449
2013-01-20,14,0.930
2013-01-20,15,1.520
2013-01-20,16,0.954
2013-01-20,17,0.832
2013-01-20,18,0.629
2013-01-20,19,0.775
2013-01-20,20,1.951
2013-01-20,21,2.150
2013-01-20,22,3.334
2013-01-20,23,2.181
2013-01-21,00,0.860
2013-01-21,01,0.518
2013-01-21,02,0.577
2013-01-21,03,0.550
2013-01-21,04,0.545
2013-01-21,05,0.549
2013-01-21,06,0.574
2013-01-21,07,0.605
2013-01-21,08,1.919
2013-01-21,09,0.962
2013-01-21,10,0.924
2013-01-21,11,1.094
2013-01-21,12,1.047
2013-01-21,13,1.091
2013-01-21,14,2.603
2013-01-21,15,0.751
2013-01-21,16,0.777
2013-01-21,17,1.708
2013-01-21,18,1.691
2013-01-21,19,2.694
2013-01-21,20,2.104
2013-01-21,21,2.564
2013-01-21,22,2.556
2013-01-21,23,1.777
2013-01-22,00,0.831
2013-01-22,01,0.801
2013-01-22,02,0.529
2013-01-22,03,0.558
2013-01-22,04,0.576
2013-01-22,05,0.539
2013-01-22,06,0.558
2013-01-22,07,0.589
2013-01-22,08,1.822
2013-01-22,09,1.080
2013-01-22,10,1.004
2013-01-22,11,1.016
2013-01-22,12,1.048
2013-01-22,13,0.996
2013-01-22,14,0.884
2013-01-22,15,1.011
2013-01-22,16,1.161
2013-01-22,17,1.295
2013-01-22,18,2.192
2013-01-22,19,2.188
2013-01-22,20,2.022
2013-01-22,21,1.498
2013-01-22,22,1.770
2013-01-22,23,1.708
2013-01-23,00,1.136
2013-01-23,01,0.619
2013-01-23,02,0.581
2013-01-23,03,0.524
2013-01-23,04,0.574
2013-01-23,05,0.577
2013-01-23,06,0.503
2013-01-23,07,0.641
2013-01-23,08,1.784
2013-01-23,09,0.925
2013-01-23,10,2.341
2013-01-23,11,1.101
2013-01-23,12,2.335
2013-01-23,13,0.757
2013-01-23,14,2.338
2013-01-23,15,1.129
2013-01-23,16,2.017
2013-01-23,17,1.590
2013-01-23,18,1.224
2013-01-23,19,1.767
2013-01-23,20,2.873
2013-01-23,21,3.220
2013-01-23,22,2.264
2013-01-23,23,2.798
2013-01-24,00,0.744
2013-01-24,01,0.521
2013-01-24,02,1.475
2013-01-24,03,1.075
2013-01-24,04,0.983
2013-01-24,05,1.611
2013-01-24,06,0.567
2013-01-24,07,2.093
2013-01-24,08,1.738
2013-01-24,09,0.897
2013-01-24,10,2.224
2013-01-24,11,0.969
2013-01-24,12,2.223
2013-01-24,13,0.532
2013-01-24,14,2.114
2013-01-24,15,1.108
2013-01-24,16,1.397
2013-01-24,17,3.016
2013-01-24,18,1.772
2013-01-24,19,1.907
2013-01-24,20,1.502
2013-01-24,21,1.601
2013-01-24,22,1.440
2013-01-24,23,1.494
2013-01-25,00,4.225
2013-01-25,01,0.601
2013-01-25,02,0.556
2013-01-25,03,0.597
2013-01-25,04,0.511
2013-01-25,05,0.582
2013-01-25,06,0.590
2013-01-25,07,0.581
2013-01-25,08,2.306
2013-01-25,09,1.911
2013-01-25,10,1.847
2013-01-25,11,1.869
2013-01-25,12,1.504
2013-01-25,13,0.875
2013-01-25,14,1.072
2013-01-25,15,1.325
2013-01-25,16,1.442
2013-01-25,17,1.762
2013-01-25,18,1.662
2013-01-25,19,0.989
2013-01-25,20,1.940
2013-01-25,21,1.147
2013-01-25,22,2.003
2013-01-25,23,2.486
2013-01-26,00,1.031
2013-01-26,01,0.552
2013-01-26,02,1.347
2013-01-26,03,1.237
2013-01-26,04,0.852
2013-01-26,05,1.735
2013-01-26,06,0.572
2013-01-26,07,2.178
2013-01-26,08,0.878
2013-01-26,09,1.556
2013-01-26,10,1.010
2013-01-26,11,1.550
2013-01-26,12,1.116
2013-01-26,13,1.292
2013-01-26,14,1.193
2013-01-26,15,1.037
2013-01-26,16,2.354
2013-01-26,17,0.942
2013-01-26,18,2.174
2013-01-26,19,1.565
2013-01-26,20,1.331
2013-01-26,21,1.094
2013-01-26,22,0.810
2013-01-26,23,1.020
2013-01-27,00,1.056
2013-01-27,01,0.561
2013-01-27,02,0.514
2013-01-27,03,0.565
2013-01-27,04,0.567
2013-01-27,05,0.543
2013-01-27,06,0.560
2013-01-27,07,0.545
2013-01-27,08,0.587
2013-01-27,09,0.939
2013-01-27,10,0.910
2013-01-27,11,0.971
2013-01-27,12,1.048
2013-01-27,13,1.154
2013-01-27,14,2.066
2013-01-27,15,2.518
2013-01-27,16,1.425
2013-01-27,17,1.265
2013-01-27,18,2.168
2013-01-27,19,3.091
2013-01-27,20,2.049
2013-01-27,21,1.516
2013-01-27,22,2.748
2013-01-27,23,2.358
2013-01-28,00,0.832
2013-01-28,01,0.524
2013-01-28,02,0.598
2013-01-28,03,0.551
2013-01-28,04,0.547
2013-01-28,05,0.557
2013-01-28,06,0.535
2013-01-28,07,0.613
2013-01-28,08,1.674
2013-01-28,09,1.720
2013-01-28,10,1.558
2013-01-28,11,0.903
2013-01-28,12,2.317
2013-01-28,13,0.984
2013-01-28,14,1.059
2013-01-28,15,1.019
2013-01-28,16,1.146
2013-01-28,17,1.877
2013-01-28,18,2.162
2013-01-28,19,1.940
2013-01-28,20,1.764
2013-01-28,21,1.819
2013-01-28,22,2.371
2013-01-28,23,2.428
2013-01-29,00,0.670
2013-01-29,01,0.490
2013-01-29,02,0.880
2013-01-29,03,1.470
2013-01-29,04,0.955
2013-01-29,05,1.596
2013-01-29,06,0.699
2013-01-29,07,2.070
2013-01-29,08,1.551
2013-01-29,09,0.891
2013-01-29,10,1.004
2013-01-29,11,1.773
2013-01-29,12,1.528
2013-01-29,13,0.815
2013-01-29,14,1.992
2013-01-29,15,1.127
2013-01-29,16,1.233
2013-01-29,17,2.342
2013-01-29,18,1.518
2013-01-29,19,1.838
2013-01-29,20,1.411
2013-01-29,21,1.395
2013-01-29,22,1.451
2013-01-29,23,0.760
2013-01-30,00,0.887
2013-01-30,01,0.804
2013-01-30,02,0.583
2013-01-30,03,0.522
2013-01-30,04,0.520
2013-01-30,05,0.556
2013-01-30,06,0.499
2013-01-30,07,0.530
2013-01-30,08,2.516
2013-01-30,09,0.890
2013-01-30,10,1.765
2013-01-30,11,1.068
2013-01-30,12,1.682
2013-01-30,13,0.758
2013-01-30,14,1.067
2013-01-30,15,2.005
2013-01-30,16,0.795
2013-01-30,17,2.482
2013-01-30,18,1.375
2013-01-30,19,2.287
2013-01-30,20,2.849
2013-01-30,21,2.647
2013-01-30,22,2.956
2013-01-30,23,2.022
2013-01-31,00,0.533
2013-01-31,01,0.530
2013-01-31,02,1.716
2013-01-31,03,0.832
2013-01-31,04,1.193
2013-01-31,05,1.112
2013-01-31,06,1.145
2013-01-31,07,1.321
2013-01-31,08,2.996
2013-01-31,09,0.886
2013-01-31,10,1.715
2013-01-31,11,1.756
2013-01-31,12,1.273
2013-01-31,13,4.941
2013-01-31,14,1.663
2013-01-31,15,2.038
2013-01-31,16,1.016
2013-01-31,17,1.885
2013-01-31,18,1.275
2013-01-31,19,1.767
2013-01-31,20,2.624
2013-01-31,21,2.240
2013-01-31,22,1.993
2013-01-31,23,2.613
2013-02-01,00,1.862
2013-02-01,01,0.709
2013-02-01,02,0.525
2013-02-01,03,0.490
2013-02-01,04,0.902
2013-02-01,05,1.505
2013-02-01,06,0.501
2013-02-01,07,1.826
2013-02-01,08,2.561
2013-02-01,09,0.863
2013-02-01,10,1.710
2013-02-01,11,1.105
2013-02-01,12,1.314
2013-02-01,13,1.156
2013-02-01,14,0.834
2013-02-01,15,1.935
2013-02-01,16,3.293
2013-02-01,17,0.952
2013-02-01,18,1.732
2013-02-01,19,0.724
2013-02-01,20,2.493
2013-02-01,21,1.143
2013-02-01,22,1.237
2013-02-01,23,2.391
2013-02-02,00,0.910
2013-02-02,01,0.718
2013-02-02,02,0.516
2013-02-02,03,0.554
2013-02-02,04,0.535
2013-02-02,05,0.506
2013-02-02,06,0.639
2013-02-02,07,0.576
2013-02-02,08,0.555
2013-02-02,09,0.844
2013-02-02,10,1.037
2013-02-02,11,1.382
2013-02-02,12,1.230
2013-02-02,13,1.135
2013-02-02,14,1.452
2013-02-02,15,1.855
2013-02-02,16,2.134
2013-02-02,17,1.439
2013-02-02,18,1.616
2013-02-02,19,1.942
2013-02-02,20,1.451
2013-02-02,21,0.909
2013-02-02,22,0.910
2013-02-02,23,1.229
2013-02-03,00,1.371
2013-02-03,01,0.798
2013-02-03,02,0.617
2013-02-03,03,0.524
2013-02-03,04,0.568
2013-02-03,05,0.520
2013-02-03,06,0.515
2013-02-03,07,0.564
2013-02-03,08,0.528
2013-02-03,09,0.786
2013-02-03,10,0.839
2013-02-03,11,1.142
2013-02-03,12,1.715
2013-02-03,13,5.018
2013-02-03,14,0.971
2013-02-03,15,2.817
2013-02-03,16,1.828
2013-02-03,17,1.725
2013-02-03,18,1.804
2013-02-03,19,1.580
2013-02-03,20,2.376
2013-02-03,21,2.510
2013-02-03,22,1.863
2013-02-03,23,2.352
2013-02-04,00,0.733
2013-02-04,01,0.505
2013-02-04,02,1.716
2013-02-04,03,0.795
2013-02-04,04,0.803
2013-02-04,05,1.698
2013-02-04,06,0.649
2013-02-04,07,1.912
2013-02-04,08,2.779
2013-02-04,09,1.209
2013-02-04,10,1.802
2013-02-04,11,1.609
2013-02-04,12,1.358
2013-02-04,13,1.549
2013-02-04,14,0.862
2013-02-04,15,0.820
2013-02-04,16,1.741
2013-02-04,17,1.683
2013-02-04,18,3.857
2013-02-04,19,2.123
2013-02-04,20,1.879
2013-02-04,21,1.308
2013-02-04,22,1.488
2013-02-04,23,2.055
2013-02-05,00,0.493
2013-02-05,01,0.546
2013-02-05,02,1.173
2013-02-05,03,1.187
2013-02-05,04,1.347
2013-02-05,05,0.938
2013-02-05,06,1.062
2013-02-05,07,1.431
2013-02-05,08,2.499
2013-02-05,09,1.226
2013-02-05,10,2.080
2013-02-05,11,0.858
2013-02-05,12,1.908
2013-02-05,13,0.538
2013-02-05,14,1.913
2013-02-05,15,0.982
2013-02-05,16,1.457
2013-02-05,17,1.771
2013-02-05,18,1.476
2013-02-05,19,1.965
2013-02-05,20,2.850
2013-02-05,21,1.696
2013-02-05,22,2.078
2013-02-05,23,2.268
2013-02-06,00,1.069
2013-02-06,01,0.587
2013-02-06,02,0.896
2013-02-06,03,1.591
2013-02-06,04,0.506
2013-02-06,05,1.901
2013-02-06,06,0.544
2013-02-06,07,1.647
2013-02-06,08,2.551
2013-02-06,09,0.722
2013-02-06,10,2.259
2013-02-06,11,0.776
2013-02-06,12,1.932
2013-02-06,13,0.670
2013-02-06,14,1.663
2013-02-06,15,1.427
2013-02-06,16,1.218
2013-02-06,17,2.690
2013-02-06,18,2.386
2013-02-06,19,3.673
2013-02-06,20,3.152
2013-02-06,21,1.535
2013-02-06,22,3.037
2013-02-06,23,2.106
2013-02-07,00,0.610
2013-02-07,01,0.530
2013-02-07,02,1.847
2013-02-07,03,0.690
2013-02-07,04,1.234
2013-02-07,05,1.262
2013-02-07,06,1.081
2013-02-07,07,1.472
2013-02-07,08,2.568
2013-02-07,09,1.244
2013-02-07,10,0.913
2013-02-07,11,2.236
2013-02-07,12,3.027
2013-02-07,13,3.085
2013-02-07,14,0.704
2013-02-07,15,0.933
2013-02-07,16,1.210
2013-02-07,17,1.064
2013-02-07,18,2.481
2013-02-07,19,1.724
2013-02-07,20,2.245
2013-02-07,21,1.421
2013-02-07,22,1.118
2013-02-07,23,1.452
2013-02-08,00,1.243
2013-02-08,01,0.698
2013-02-08,02,0.630
2013-02-08,03,0.559
2013-02-08,04,0.559
2013-02-08,05,0.534
2013-02-08,06,0.534
2013-02-08,07,0.596
2013-02-08,08,4.411
2013-02-08,09,1.045
2013-02-08,10,0.851
2013-02-08,11,0.810
2013-02-08,12,0.790
2013-02-08,13,1.568
2013-02-08,14,0.581
2013-02-08,15,1.344
2013-02-08,16,1.220
2013-02-08,17,1.944
2013-02-08,18,0.971
2013-02-08,19,3.120
2013-02-08,20,1.508
2013-02-08,21,2.885
2013-02-08,22,2.937
2013-02-08,23,2.005
2013-02-09,00,2.211
2013-02-09,01,0.527
2013-02-09,02,0.576
2013-02-09,03,0.587
2013-02-09,04,0.565
2013-02-09,05,0.534
2013-02-09,06,0.555
2013-02-09,07,0.549
2013-02-09,08,0.673
2013-02-09,09,0.593
2013-02-09,10,1.536
2013-02-09,11,1.310
2013-02-09,12,3.138
2013-02-09,13,3.636
2013-02-09,14,1.502
2013-02-09,15,1.138
2013-02-09,16,2.939
2013-02-09,17,2.020
2013-02-09,18,1.023
2013-02-09,19,1.321
2013-02-09,20,1.494
2013-02-09,21,1.254
2013-02-09,22,2.104
2013-02-09,23,1.363
2013-02-10,00,0.971
2013-02-10,01,0.789
2013-02-10,02,0.659
2013-02-10,03,0.545
2013-02-10,04,0.553
2013-02-10,05,0.543
2013-02-10,06,0.542
2013-02-10,07,0.539
2013-02-10,08,0.565
2013-02-10,09,0.841
2013-02-10,10,0.849
2013-02-10,11,1.085
2013-02-10,12,0.965
2013-02-10,13,0.694
2013-02-10,14,1.554
2013-02-10,15,0.955
2013-02-10,16,1.617
2013-02-10,17,1.243
2013-02-10,18,1.709
2013-02-10,19,1.089
2013-02-10,20,2.211
2013-02-10,21,1.897
2013-02-10,22,1.025
2013-02-10,23,2.497
2013-02-11,00,0.809
2013-02-11,01,0.758
2013-02-11,02,1.546
2013-02-11,03,0.901
2013-02-11,04,0.992
2013-02-11,05,1.283
2013-02-11,06,0.519
2013-02-11,07,0.568
2013-02-11,08,0.605
2013-02-11,09,0.918
2013-02-11,10,1.109
2013-02-11,11,0.717
2013-02-11,12,0.739
2013-02-11,13,2.181
2013-02-11,14,1.506
2013-02-11,15,2.359
2013-02-11,16,4.381
2013-02-11,17,1.757
2013-02-11,18,2.756
2013-02-11,19,2.146
2013-02-11,20,1.375
2013-02-11,21,1.198
2013-02-11,22,2.143
2013-02-11,23,1.880
2013-02-12,00,0.540
2013-02-12,01,0.527
2013-02-12,02,1.809
2013-02-12,03,0.508
2013-02-12,04,1.989
2013-02-12,05,0.567
2013-02-12,06,1.374
2013-02-12,07,1.603
2013-02-12,08,1.631
2013-02-12,09,2.510
2013-02-12,10,0.761
2013-02-12,11,2.178
2013-02-12,12,0.507
2013-02-12,13,1.912
2013-02-12,14,1.176
2013-02-12,15,1.296
2013-02-12,16,1.818
2013-02-12,17,1.348
2013-02-12,18,1.875
2013-02-12,19,1.442
2013-02-12,20,2.801
2013-02-12,21,2.897
2013-02-12,22,4.012
2013-02-12,23,2.713
2013-02-13,00,0.746
2013-02-13,01,0.535
2013-02-13,02,0.547
2013-02-13,03,1.322
2013-02-13,04,0.564
2013-02-13,05,1.929
2013-02-13,06,0.515
2013-02-13,07,2.089
2013-02-13,08,2.531
2013-02-13,09,1.190
2013-02-13,10,1.274
2013-02-13,11,2.011
2013-02-13,12,1.020
2013-02-13,13,0.958
2013-02-13,14,2.115
2013-02-13,15,1.075
2013-02-13,16,0.894
2013-02-13,17,2.016
2013-02-13,18,1.446
2013-02-13,19,1.831
2013-02-13,20,1.708
2013-02-13,21,1.553
2013-02-13,22,1.584
2013-02-13,23,2.722
2013-02-14,00,0.799
2013-02-14,01,0.528
2013-02-14,02,1.683
2013-02-14,03,0.741
2013-02-14,04,1.279
2013-02-14,05,1.233
2013-02-14,06,0.854
2013-02-14,07,1.684
2013-02-14,08,2.711
2013-02-14,09,0.897
2013-02-14,10,1.699
2013-02-14,11,0.936
2013-02-14,12,2.001
2013-02-14,13,0.870
2013-02-14,14,0.906
2013-02-14,15,1.922
2013-02-14,16,0.764
2013-02-14,17,1.077
2013-02-14,18,2.328
2013-02-14,19,2.163
2013-02-14,20,3.008
2013-02-14,21,1.418
2013-02-14,22,2.488
2013-02-14,23,2.273
2013-02-15,00,0.732
2013-02-15,01,0.507
2013-02-15,02,0.542
2013-02-15,03,0.520
2013-02-15,04,1.705
2013-02-15,05,0.547
2013-02-15,06,0.689
2013-02-15,07,0.584
2013-02-15,08,1.839
2013-02-15,09,0.778
2013-02-15,10,1.165
2013-02-15,11,4.523
2013-02-15,12,1.419
2013-02-15,13,0.784
2013-02-15,14,0.700
2013-02-15,15,1.099
2013-02-15,16,1.113
2013-02-15,17,1.341
2013-02-15,18,3.173
2013-02-15,19,2.873
2013-02-15,20,2.612
2013-02-15,21,2.373
2013-02-15,22,2.284
2013-02-15,23,2.425
2013-02-16,00,0.774
2013-02-16,01,0.544
2013-02-16,02,0.531
2013-02-16,03,0.550
2013-02-16,04,0.530
2013-02-16,05,1.016
2013-02-16,06,1.431
2013-02-16,07,0.559
2013-02-16,08,2.057
2013-02-16,09,1.819
2013-02-16,10,2.085
2013-02-16,11,1.523
2013-02-16,12,2.336
2013-02-16,13,1.709
2013-02-16,14,0.772
2013-02-16,15,1.179
2013-02-16,16,1.827
2013-02-16,17,0.971
2013-02-16,18,1.829
2013-02-16,19,2.595
2013-02-16,20,1.969
2013-02-16,21,2.377
2013-02-16,22,5.880
2013-02-16,23,1.815
2013-02-17,00,0.920
2013-02-17,01,0.510
2013-02-17,02,0.587
2013-02-17,03,0.517
2013-02-17,04,0.558
2013-02-17,05,0.561
2013-02-17,06,0.531
2013-02-17,07,0.535
2013-02-17,08,0.621
2013-02-17,09,0.944
2013-02-17,10,0.944
2013-02-17,11,2.557
2013-02-17,12,1.270
2013-02-17,13,1.395
2013-02-17,14,1.504
2013-02-17,15,1.225
2013-02-17,16,2.149
2013-02-17,17,3.468
2013-02-17,18,2.549
2013-02-17,19,2.089
2013-02-17,20,2.123
2013-02-17,21,1.366
2013-02-17,22,1.612
2013-02-17,23,1.324
2013-02-18,00,1.067
2013-02-18,01,0.609
2013-02-18,02,0.572
2013-02-18,03,0.559
2013-02-18,04,0.539
2013-02-18,05,0.565
2013-02-18,06,0.825
2013-02-18,07,0.803
2013-02-18,08,1.429
2013-02-18,09,1.106
2013-02-18,10,1.218
2013-02-18,11,1.025
2013-02-18,12,1.343
2013-02-18,13,1.030
