date,hour,energy_kWh
2019-01-15,17,4.22
2019-01-15,18,4.47
2019-01-15,19,4.43
2019-01-15,20,4.29
2019-01-15,21,3.49
2019-01-15,22,3.73
2019-01-15,23,3.48
2019-01-16,00,1.70
2019-01-16,01,0.88
2019-01-16,02,0.71
2019-01-16,03,0.88
2019-01-16,04,0.67
2019-01-16,05,0.75
2019-01-16,06,0.67
2019-01-16,07,0.75
2019-01-16,08,0.82
2019-01-16,09,2.64
2019-01-16,10,2.39
2019-01-16,11,2.51
2019-01-16,12,3.51
2019-01-16,13,3.86
2019-01-16,14,3.22
2019-01-16,15,2.36
2019-01-16,16,3.60
2019-01-16,17,4.09
2019-01-16,18,4.73
2019-01-16,19,4.42
2019-01-16,20,4.44
2019-01-16,21,4.69
2019-01-16,22,4.49
2019-01-16,23,2.74
2019-01-17,00,2.64
2019-01-17,01,0.70
2019-01-17,02,0.77
2019-01-17,03,0.79
2019-01-17,04,0.81
2019-01-17,05,0.63
2019-01-17,06,0.73
2019-01-17,07,0.70
2019-01-17,08,0.74
2019-01-17,09,0.98
2019-01-17,10,3.74
2019-01-17,11,7.09
2019-01-17,12,4.59
2019-01-17,13,4.18
2019-01-17,14,2.70
2019-01-17,15,2.63
2019-01-17,16,3.01
2019-01-17,17,5.34
2019-01-17,18,4.09
2019-01-17,19,3.91
2019-01-17,20,5.54
2019-01-17,21,4.91
2019-01-17,22,4.08
2019-01-17,23,3.05
2019-01-18,00,1.64
2019-01-18,01,0.71
2019-01-18,02,0.25
2019-01-18,03,0.33
2019-01-18,04,0.19
2019-01-18,05,0.31
2019-01-18,06,0.28
2019-01-18,07,0.40
2019-01-18,08,0.29
2019-01-18,09,0.29
2019-01-18,10,6.60
2019-01-18,11,5.49
2019-01-18,12,5.75
2019-01-18,13,3.43
2019-01-18,14,3.82
2019-01-18,15,3.56
2019-01-18,16,2.84
2019-01-18,17,3.08
2019-01-18,18,4.79
2019-01-18,19,2.83
2019-01-18,20,2.36
2019-01-18,21,2.29
2019-01-18,22,2.66
2019-01-18,23,2.45
2019-01-19,00,2.09
2019-01-19,01,0.62
2019-01-19,02,0.47
2019-01-19,03,0.24
2019-01-19,04,0.42
2019-01-19,05,0.29
2019-01-19,06,0.29
2019-01-19,07,0.34
2019-01-19,08,0.24
2019-01-19,09,0.33
2019-01-19,10,0.56
2019-01-19,11,4.17
2019-01-19,12,3.53
2019-01-19,13,3.75
2019-01-19,14,4.35
2019-01-19,15,3.44
2019-01-19,16,3.60
2019-01-19,17,3.81
2019-01-19,18,3.40
2019-01-19,19,2.69
2019-01-19,20,2.65
2019-01-19,21,2.74
2019-01-19,22,2.69
2019-01-19,23,4.20
2019-01-20,00,3.87
2019-01-20,01,2.15
2019-01-20,02,0.48
2019-01-20,03,0.21
2019-01-20,04,0.36
2019-01-20,05,0.23
2019-01-20,06,0.31
2019-01-20,07,0.24
2019-01-20,08,2.27
2019-01-20,09,2.48
2019-01-20,10,1.55
2019-01-20,11,1.31
2019-01-20,12,1.01
2019-01-20,13,0.83
2019-01-20,14,0.78
2019-01-20,15,1.02
2019-01-20,16,1.17
2019-01-20,17,1.75
2019-01-20,18,1.08
2019-01-20,19,1.04
2019-01-20,20,0.94
2019-01-20,21,1.11
2019-01-20,22,1.13
2019-01-20,23,1.14
2019-01-21,00,1.18
2019-01-21,01,3.05
2019-01-21,02,2.41
2019-01-21,03,0.29
2019-01-21,04,0.45
2019-01-21,05,0.19
2019-01-21,06,0.28
2019-01-21,07,0.17
2019-01-21,08,0.62
2019-01-21,09,0.57
2019-01-21,10,0.20
2019-01-21,11,0.35
2019-01-21,12,0.28
2019-01-21,13,0.25
2019-01-21,14,0.19
2019-01-21,15,0.28
2019-01-21,16,0.32
2019-01-21,17,0.25
2019-01-21,18,0.23
2019-01-21,19,0.54
2019-01-21,20,1.33
2019-01-21,21,2.46
2019-01-21,22,2.80
2019-01-21,23,2.76
2019-01-22,00,2.02
2019-01-22,01,2.17
2019-01-22,02,1.80
2019-01-22,03,0.41
2019-01-22,04,0.27
2019-01-22,05,0.42
2019-01-22,06,1.02
2019-01-22,07,1.72
2019-01-22,08,1.68
2019-01-22,09,1.91
2019-01-22,10,1.92
2019-01-22,11,1.87
2019-01-22,12,2.18
2019-01-22,13,2.10
2019-01-22,14,2.89
2019-01-22,15,2.78
2019-01-22,16,2.92
2019-01-22,17,2.89
2019-01-22,18,2.82
2019-01-22,19,2.14
2019-01-22,20,1.74
2019-01-22,21,2.20
2019-01-22,22,1.69
2019-01-22,23,1.89
2019-01-23,00,1.66
2019-01-23,01,1.26
2019-01-23,02,0.73
2019-01-23,03,0.30
2019-01-23,04,0.31
2019-01-23,05,0.32
2019-01-23,06,0.38
2019-01-23,07,0.26
2019-01-23,08,0.28
2019-01-23,09,0.77
2019-01-23,10,0.98
2019-01-23,11,0.65
2019-01-23,12,0.77
2019-01-23,13,1.71
2019-01-23,14,1.51
2019-01-23,15,1.50
2019-01-23,16,1.50
2019-01-23,17,1.06
2019-01-23,18,0.92
2019-01-23,19,1.05
2019-01-23,20,1.16
2019-01-23,21,1.96
2019-01-23,22,1.17
2019-01-23,23,1.31
2019-01-24,00,1.31
2019-01-24,01,1.22
2019-01-24,02,1.19
2019-01-24,03,0.50
2019-01-24,04,0.33
2019-01-24,05,0.34
2019-01-24,06,0.21
2019-01-24,07,0.49
2019-01-24,08,0.24
2019-01-24,09,0.55
2019-01-24,10,1.02
2019-01-24,11,0.86
2019-01-24,12,0.59
2019-01-24,13,0.97
2019-01-24,14,0.81
2019-01-24,15,0.75
2019-01-24,16,0.96
2019-01-24,17,1.61
2019-01-24,18,2.34
2019-01-24,19,3.26
2019-01-24,20,4.02
2019-01-24,21,6.05
2019-01-24,22,2.68
2019-01-24,23,2.20
2019-01-25,00,1.90
2019-01-25,01,1.71
2019-01-25,02,1.65
2019-01-25,03,1.81
2019-01-25,04,1.76
2019-01-25,05,1.72
2019-01-25,06,1.73
2019-01-25,07,1.89
2019-01-25,08,1.89
2019-01-25,09,5.76
2019-01-25,10,4.60
2019-01-25,11,2.22
2019-01-25,12,2.14
2019-01-25,13,2.14
2019-01-25,14,2.25
2019-01-25,15,3.78
2019-01-25,16,4.07
2019-01-25,17,3.91
2019-01-25,18,2.96
2019-01-25,19,2.78
2019-01-25,20,3.58
2019-01-25,21,3.15
2019-01-25,22,3.12
2019-01-25,23,3.47
2019-01-26,00,3.87
2019-01-26,01,4.11
2019-01-26,02,3.10
2019-01-26,03,0.36
2019-01-26,04,0.30
2019-01-26,05,0.22
2019-01-26,06,0.34
2019-01-26,07,0.25
2019-01-26,08,0.40
2019-01-26,09,0.31
2019-01-26,10,1.53
2019-01-26,11,3.37
2019-01-26,12,5.24
2019-01-26,13,5.11
2019-01-26,14,4.91
2019-01-26,15,4.94
2019-01-26,16,4.80
2019-01-26,17,5.07
2019-01-26,18,4.02
2019-01-26,19,4.65
2019-01-26,20,4.48
2019-01-26,21,4.47
2019-01-26,22,5.08
2019-01-26,23,5.68
2019-01-27,00,4.13
2019-01-27,01,1.13
2019-01-27,02,0.31
2019-01-27,03,0.31
2019-01-27,04,0.33
2019-01-27,05,0.32
2019-01-27,06,0.29
2019-01-27,07,0.28
2019-01-27,08,0.27
2019-01-27,09,1.60
2019-01-27,10,2.26
2019-01-27,11,2.21
2019-01-27,12,2.26
2019-01-27,13,2.65
2019-01-27,14,3.38
2019-01-27,15,3.08
2019-01-27,16,4.64
2019-01-27,17,4.65
2019-01-27,18,4.70
2019-01-27,19,5.36
2019-01-27,20,5.56
2019-01-27,21,5.37
2019-01-27,22,4.31
2019-01-27,23,4.58
2019-01-28,00,1.44
2019-01-28,01,0.34
2019-01-28,02,0.29
2019-01-28,03,0.31
2019-01-28,04,0.24
2019-01-28,05,0.23
2019-01-28,06,0.29
2019-01-28,07,0.22
2019-01-28,08,0.52
2019-01-28,09,1.35
2019-01-28,10,4.77
2019-01-28,11,4.58
2019-01-28,12,2.72
2019-01-28,13,2.66
2019-01-28,14,2.94
2019-01-28,15,4.66
2019-01-28,16,6.53
2019-01-28,17,3.12
2019-01-28,18,2.50
2019-01-28,19,3.16
2019-01-28,20,4.22
2019-01-28,21,3.03
2019-01-28,22,3.38
2019-01-28,23,4.43
2019-01-29,00,3.39
2019-01-29,01,0.79
2019-01-29,02,0.63
2019-01-29,03,0.23
2019-01-29,04,0.32
2019-01-29,05,0.19
2019-01-29,06,0.27
2019-01-29,07,1.33
2019-01-29,08,4.50
2019-01-29,09,0.68
2019-01-29,10,0.00
2019-01-29,11,0.02
2019-01-29,12,0.05
2019-01-29,13,0.00
2019-01-29,14,1.87
2019-01-29,15,4.47
2019-01-29,16,3.39
2019-01-29,17,1.69
2019-01-29,18,1.08
2019-01-29,19,0.36
2019-01-29,20,1.08
2019-01-29,21,2.38
2019-01-29,22,4.17
2019-01-29,23,3.43
2019-01-30,00,1.78
2019-01-30,01,1.57
2019-01-30,02,1.48
2019-01-30,03,1.46
2019-01-30,04,1.48
2019-01-30,05,1.42
2019-01-30,06,1.46
2019-01-30,07,1.38
2019-01-30,08,1.88
2019-01-30,09,2.55
2019-01-30,10,2.22
2019-01-30,11,1.57
2019-01-30,12,2.40
2019-01-30,13,2.90
2019-01-30,14,2.13
2019-01-30,15,1.98
2019-01-30,16,3.41
2019-01-30,17,3.36
2019-01-30,18,3.37
2019-01-30,19,3.40
2019-01-30,20,3.22
2019-01-30,21,3.10
2019-01-30,22,4.85
2019-01-30,23,4.84
2019-01-31,00,1.25
2019-01-31,01,0.20
2019-01-31,02,0.28
2019-01-31,03,0.15
2019-01-31,04,0.26
2019-01-31,05,0.28
2019-01-31,06,0.40
2019-01-31,07,0.16
2019-01-31,08,0.42
2019-01-31,09,1.47
2019-01-31,10,2.00
2019-01-31,11,1.75
2019-01-31,12,1.62
2019-01-31,13,2.73
2019-01-31,14,3.10
2019-01-31,15,2.89
2019-01-31,16,3.47
2019-01-31,17,3.12
2019-01-31,18,2.99
2019-01-31,19,3.15
2019-01-31,20,4.17
2019-01-31,21,5.50
2019-01-31,22,5.45
2019-01-31,23,3.25
2019-02-01,00,2.47
2019-02-01,01,1.96
2019-02-01,02,0.40
2019-02-01,03,0.54
2019-02-01,04,0.46
2019-02-01,05,0.64
2019-02-01,06,0.50
2019-02-01,07,0.82
2019-02-01,08,1.04
2019-02-01,09,3.21
2019-02-01,10,3.66
2019-02-01,11,4.35
2019-02-01,12,4.90
2019-02-01,13,4.06
2019-02-01,14,4.03
2019-02-01,15,4.19
2019-02-01,16,4.63
2019-02-01,17,4.55
2019-02-01,18,3.80
2019-02-01,19,3.60
2019-02-01,20,3.68
2019-02-01,21,3.74
2019-02-01,22,3.71
2019-02-01,23,4.02
2019-02-02,00,4.42
2019-02-02,01,2.56
2019-02-02,02,1.73
2019-02-02,03,1.72
2019-02-02,04,1.72
2019-02-02,05,0.46
2019-02-02,06,0.51
2019-02-02,07,0.57
2019-02-02,08,0.47
2019-02-02,09,1.70
2019-02-02,10,2.68
2019-02-02,11,2.40
2019-02-02,12,3.06
2019-02-02,13,2.44
2019-02-02,14,1.64
2019-02-02,15,1.56
2019-02-02,16,1.54
2019-02-02,17,3.24
2019-02-02,18,8.33
2019-02-02,19,4.89
2019-02-02,20,4.23
2019-02-02,21,4.64
2019-02-02,22,3.30
2019-02-02,23,5.41
2019-02-03,00,5.42
2019-02-03,01,1.86
2019-02-03,02,0.33
2019-02-03,03,0.24
2019-02-03,04,0.21
2019-02-03,05,0.34
2019-02-03,06,0.33
2019-02-03,07,0.55
2019-02-03,08,3.02
2019-02-03,09,6.39
2019-02-03,10,3.58
2019-02-03,11,3.21
2019-02-03,12,3.01
2019-02-03,13,2.66
2019-02-03,14,2.72
2019-02-03,15,2.61
2019-02-03,16,3.10
2019-02-03,17,5.17
2019-02-03,18,6.90
2019-02-03,19,3.95
2019-02-03,20,3.34
2019-02-03,21,3.79
2019-02-03,22,5.47
2019-02-03,23,4.56
2019-02-04,00,2.71
2019-02-04,01,0.86
2019-02-04,02,0.31
2019-02-04,03,0.23
2019-02-04,04,0.28
2019-02-04,05,0.26
2019-02-04,06,0.41
2019-02-04,07,0.20
2019-02-04,08,0.33
2019-02-04,09,3.40
2019-02-04,10,4.32
2019-02-04,11,3.90
2019-02-04,12,4.22
2019-02-04,13,3.78
2019-02-04,14,4.17
2019-02-04,15,4.60
2019-02-04,16,5.01
2019-02-04,17,0.36
2019-02-04,18,0.43
2019-02-04,19,0.36
2019-02-04,20,1.05
2019-02-04,21,2.35
2019-02-04,22,2.82
2019-02-04,23,3.40
2019-02-05,00,1.82
2019-02-05,01,1.69
2019-02-05,02,1.73
2019-02-05,03,1.60
2019-02-05,04,1.64
2019-02-05,05,1.63
2019-02-05,06,1.64
2019-02-05,07,1.48
2019-02-05,08,1.62
2019-02-05,09,4.13
2019-02-05,10,4.40
2019-02-05,11,3.52
2019-02-05,12,3.61
2019-02-05,13,3.38
2019-02-05,14,3.01
2019-02-05,15,3.00
2019-02-05,16,2.74
2019-02-05,17,2.84
2019-02-05,18,3.38
2019-02-05,19,3.70
2019-02-05,20,3.43
2019-02-05,21,3.71
2019-02-05,22,3.38
2019-02-05,23,3.19
2019-02-06,00,2.43
2019-02-06,01,2.09
2019-02-06,02,1.58
2019-02-06,03,1.76
2019-02-06,04,1.54
2019-02-06,05,1.53
2019-02-06,06,1.43
2019-02-06,07,1.44
2019-02-06,08,1.45
2019-02-06,09,2.11
2019-02-06,10,3.29
2019-02-06,11,3.32
2019-02-06,12,2.78
2019-02-06,13,2.09
2019-02-06,14,2.33
2019-02-06,15,4.11
2019-02-06,16,7.56
2019-02-06,17,3.75
2019-02-06,18,4.86
2019-02-06,19,4.57
2019-02-06,20,4.42
2019-02-06,21,4.48
2019-02-06,22,4.27
2019-02-06,23,4.09
2019-02-07,00,2.20
2019-02-07,01,1.90
2019-02-07,02,1.88
2019-02-07,03,1.85
2019-02-07,04,1.74
2019-02-07,05,1.74
2019-02-07,06,1.75
2019-02-07,07,1.66
2019-02-07,08,1.67
2019-02-07,09,1.62
2019-02-07,10,4.25
2019-02-07,11,7.25
2019-02-07,12,5.84
2019-02-07,13,2.80
2019-02-07,14,3.15
2019-02-07,15,2.64
2019-02-07,16,2.68
2019-02-07,17,4.48
2019-02-07,18,4.87
2019-02-07,19,2.70
2019-02-07,20,3.21
2019-02-07,21,3.91
2019-02-07,22,7.23
2019-02-07,23,3.31
2019-02-08,00,0.62
2019-02-08,01,0.47
2019-02-08,02,0.58
2019-02-08,03,0.57
2019-02-08,04,0.46
2019-02-08,05,0.49
2019-02-08,06,0.43
2019-02-08,07,1.46
2019-02-08,08,4.44
2019-02-08,09,4.02
2019-02-08,10,3.93
2019-02-08,11,4.65
2019-02-08,12,4.69
2019-02-08,13,4.61
2019-02-08,14,4.42
2019-02-08,15,4.68
2019-02-08,16,4.36
2019-02-08,17,3.85
2019-02-08,18,5.14
2019-02-08,19,4.87
2019-02-08,20,5.02
2019-02-08,21,5.21
2019-02-08,22,4.18
2019-02-08,23,3.82
2019-02-09,00,2.35
2019-02-09,01,0.46
2019-02-09,02,0.41
2019-02-09,03,0.29
2019-02-09,04,0.38
2019-02-09,05,0.33
2019-02-09,06,0.47
2019-02-09,07,0.88
2019-02-09,08,1.75
2019-02-09,09,1.52
2019-02-09,10,2.13
2019-02-09,11,4.17
2019-02-09,12,3.03
2019-02-09,13,2.06
2019-02-09,14,2.11
2019-02-09,15,3.69
2019-02-09,16,2.31
2019-02-09,17,1.99
2019-02-09,18,3.63
2019-02-09,19,3.55
2019-02-09,20,2.55
2019-02-09,21,2.33
2019-02-09,22,2.44
2019-02-09,23,2.44
2019-02-10,00,2.44
2019-02-10,01,1.62
2019-02-10,02,1.75
2019-02-10,03,1.62
2019-02-10,04,1.87
2019-02-10,05,1.68
2019-02-10,06,1.60
2019-02-10,07,1.59
2019-02-10,08,1.58
2019-02-10,09,2.61
2019-02-10,10,4.92
2019-02-10,11,3.16
2019-02-10,12,3.08
2019-02-10,13,3.00
2019-02-10,14,2.48
2019-02-10,15,2.26
2019-02-10,16,2.31
2019-02-10,17,2.21
2019-02-10,18,5.17
2019-02-10,19,3.69
2019-02-10,20,5.18
2019-02-10,21,3.86
2019-02-10,22,4.19
2019-02-10,23,2.47
2019-02-11,00,1.36
2019-02-11,01,0.94
2019-02-11,02,1.07
2019-02-11,03,0.94
2019-02-11,04,1.10
2019-02-11,05,1.05
2019-02-11,06,1.32
2019-02-11,07,1.32
2019-02-11,08,1.84
2019-02-11,09,2.41
2019-02-11,10,1.72
2019-02-11,11,2.65
2019-02-11,12,2.58
2019-02-11,13,4.00
2019-02-11,14,5.37
2019-02-11,15,3.39
2019-02-11,16,3.86
2019-02-11,17,4.63
2019-02-11,18,6.96
2019-02-11,19,5.27
2019-02-11,20,5.02
2019-02-11,21,6.86
2019-02-11,22,4.95
2019-02-11,23,3.59
2019-02-12,00,1.88
2019-02-12,01,0.94
2019-02-12,02,1.40
2019-02-12,03,1.05
2019-02-12,04,1.33
2019-02-12,05,1.13
2019-02-12,06,1.13
2019-02-12,07,1.16
2019-02-12,08,1.25
2019-02-12,09,2.75
2019-02-12,10,2.87
2019-02-12,11,3.66
2019-02-12,12,3.24
2019-02-12,13,3.21
2019-02-12,14,4.29
2019-02-12,15,3.62
2019-02-12,16,3.78
2019-02-12,17,0.85
2019-02-12,18,0.64
2019-02-12,19,0.49
2019-02-12,20,1.76
2019-02-12,21,2.45
2019-02-12,22,2.63
2019-02-12,23,2.38
2019-02-13,00,1.60
2019-02-13,01,1.62
2019-02-13,02,1.53
2019-02-13,03,1.53
2019-02-13,04,1.43
2019-02-13,05,1.43
2019-02-13,06,1.36
2019-02-13,07,1.41
2019-02-13,08,1.32
2019-02-13,09,1.46
2019-02-13,10,2.17
2019-02-13,11,2.24
2019-02-13,12,1.73
2019-02-13,13,1.62
2019-02-13,14,1.67
2019-02-13,15,1.63
2019-02-13,16,1.66
2019-02-13,17,1.67
2019-02-13,18,3.63
2019-02-13,19,2.77
2019-02-13,20,3.62
2019-02-13,21,3.54
2019-02-13,22,3.85
2019-02-13,23,3.33
2019-02-14,00,2.85
2019-02-14,01,2.96
2019-02-14,02,1.99
2019-02-14,03,1.60
2019-02-14,04,1.52
2019-02-14,05,1.51
2019-02-14,06,1.41
2019-02-14,07,1.48
2019-02-14,08,1.20
2019-02-14,09,1.39
2019-02-14,10,2.06
2019-02-14,11,2.86
2019-02-14,12,2.65
2019-02-14,13,2.50
2019-02-14,14,2.36
2019-02-14,15,2.11
2019-02-14,16,3.99
2019-02-14,17,3.45
2019-02-14,18,3.60
2019-02-14,19,3.75
2019-02-14,20,4.15
2019-02-14,21,3.74
2019-02-14,22,3.45
2019-02-14,23,3.25
2019-02-15,00,1.59
2019-02-15,01,1.63
2019-02-15,02,0.93
2019-02-15,03,0.69
2019-02-15,04,1.17
2019-02-15,05,0.92
2019-02-15,06,0.80
2019-02-15,07,0.98
2019-02-15,08,0.93
2019-02-15,09,1.37
2019-02-15,10,1.77
2019-02-15,11,1.22
2019-02-15,12,1.33
2019-02-15,13,1.31
2019-02-15,14,1.71
2019-02-15,15,2.92
2019-02-15,16,3.91
2019-02-15,17,3.52
2019-02-15,18,1.97
2019-02-15,19,2.58
2019-02-15,20,2.00
2019-02-15,21,1.96
2019-02-15,22,2.13
2019-02-15,23,1.20
2019-02-16,00,1.32
2019-02-16,01,0.85
2019-02-16,02,1.09
2019-02-16,03,0.99
2019-02-16,04,0.84
2019-02-16,05,0.93
2019-02-16,06,1.13
2019-02-16,07,1.03
2019-02-16,08,1.03
2019-02-16,09,0.86
2019-02-16,10,1.91
2019-02-16,11,2.92
2019-02-16,12,2.68
2019-02-16,13,3.54
2019-02-16,14,6.00
2019-02-16,15,2.77
2019-02-16,16,1.73
2019-02-16,17,5.19
2019-02-16,18,7.16
2019-02-16,19,4.80
2019-02-16,20,2.88
2019-02-16,21,2.64
2019-02-16,22,2.85
2019-02-16,23,3.79
2019-02-17,00,2.04
2019-02-17,01,0.89
2019-02-17,02,0.76
2019-02-17,03,0.83
2019-02-17,04,0.83
2019-02-17,05,0.97
2019-02-17,06,0.88
2019-02-17,07,0.93
2019-02-17,08,0.75
2019-02-17,09,1.73
2019-02-17,10,
2019-02-17,11,2.29
2019-02-17,12,2.32
2019-02-17,13,4.86
2019-02-17,14,3.84
2019-02-17,15,3.50
2019-02-17,16,2.54
2019-02-17,17,2.58
2019-02-17,18,4.52
2019-02-17,19,4.13
2019-02-17,20,3.94
2019-02-17,21,5.68
2019-02-17,22,2.95
2019-02-17,23,1.47
2019-02-18,00,1.04
2019-02-18,01,0.90
2019-02-18,02,1.32
2019-02-18,03,1.24
2019-02-18,04,0.90
2019-02-18,05,1.26
2019-02-18,06,0.95
2019-02-18,07,1.11
2019-02-18,08,1.12
2019-02-18,09,1.37
2019-02-18,10,2.97
2019-02-18,11,4.49
2019-02-18,12,3.17
2019-02-18,13,1.43
2019-02-18,14,1.53
2019-02-18,15,2.22
2019-02-18,16,2.46
2019-02-18,17,2.85
2019-02-18,18,2.96
2019-02-18,19,2.97
2019-02-18,20,3.02
2019-02-18,21,3.68
2019-02-18,22,3.76
2019-02-18,23,3.95
2019-02-19,00,3.18
2019-02-19,01,1.83
2019-02-19,02,1.31
2019-02-19,03,0.96
2019-02-19,04,0.96
2019-02-19,05,0.88
2019-02-19,06,0.91
2019-02-19,07,0.83
2019-02-19,08,0.90
2019-02-19,09,0.77
2019-02-19,10,3.63
2019-02-19,11,3.81
2019-02-19,12,4.43
2019-02-19,13,2.95
2019-02-19,14,3.74
2019-02-19,15,5.06
2019-02-19,16,3.75
2019-02-19,17,4.53
2019-02-19,18,2.56
2019-02-19,19,3.38
2019-02-19,20,4.08
2019-02-19,21,4.68
2019-02-19,22,3.36
2019-02-19,23,3.57
2019-02-20,00,1.13
2019-02-20,01,0.80
2019-02-20,02,0.87
2019-02-20,03,0.82
2019-02-20,04,0.78
2019-02-20,05,0.83
2019-02-20,06,0.80
2019-02-20,07,0.81
2019-02-20,08,0.88
2019-02-20,09,3.79
2019-02-20,10,4.59
2019-02-20,11,2.54
2019-02-20,12,4.84
2019-02-20,13,5.05
2019-02-20,14,5.39
2019-02-20,15,1.96
2019-02-20,16,2.08
2019-02-20,17,3.56
2019-02-20,18,2.89
2019-02-20,19,6.20
2019-02-20,20,3.68
2019-02-20,21,3.77
2019-02-20,22,3.06
2019-02-20,23,3.18
2019-02-21,00,3.56
2019-02-21,01,3.82
2019-02-21,02,3.09
2019-02-21,03,3.64
2019-02-21,04,3.45
2019-02-21,05,3.54
2019-02-21,06,3.03
2019-02-21,07,3.09
2019-02-21,08,3.89
2019-02-21,09,1.96
2019-02-21,10,1.37
2019-02-21,11,1.08
2019-02-21,12,1.22
2019-02-21,13,3.40
2019-02-21,14,2.60
2019-02-21,15,4.45
2019-02-21,16,3.18
2019-02-21,17,2.25
2019-02-21,18,2.78
2019-02-21,19,3.21
2019-02-21,20,2.91
2019-02-21,21,1.94
2019-02-21,22,0.76
2019-02-21,23,0.93
2019-02-22,00,0.65
2019-02-22,01,0.82
2019-02-22,02,0.86
2019-02-22,03,0.80
2019-02-22,04,0.72
2019-02-22,05,2.74
2019-02-22,06,2.87
2019-02-22,07,1.66
2019-02-22,08,1.77
2019-02-22,09,2.28
2019-02-22,10,2.02
2019-02-22,11,2.12
2019-02-22,12,2.55
2019-02-22,13,1.72
2019-02-22,14,1.64
2019-02-22,15,2.44
2019-02-22,16,2.29
2019-02-22,17,2.47
2019-02-22,18,2.45
2019-02-22,19,2.44
2019-02-22,20,2.36
2019-02-22,21,3.50
2019-02-22,22,2.59
2019-02-22,23,2.62
2019-02-23,00,0.87
2019-02-23,01,0.26
2019-02-23,02,0.26
2019-02-23,03,0.38
2019-02-23,04,0.38
2019-02-23,05,0.22
2019-02-23,06,0.30
2019-02-23,07,0.42
2019-02-23,08,1.25
2019-02-23,09,3.57
2019-02-23,10,4.11
2019-02-23,11,3.41
2019-02-23,12,4.11
2019-02-23,13,5.62
2019-02-23,14,4.69
2019-02-23,15,3.07
2019-02-23,16,3.13
2019-02-23,17,3.17
2019-02-23,18,5.19
2019-02-23,19,3.59
2019-02-23,20,2.78
2019-02-23,21,2.78
2019-02-23,22,2.89
2019-02-23,23,3.74
2019-02-24,00,2.83
2019-02-24,01,0.66
2019-02-24,02,0.65
2019-02-24,03,0.81
2019-02-24,04,0.91
2019-02-24,05,0.92
2019-02-24,06,0.78
2019-02-24,07,1.13
2019-02-24,08,0.73
2019-02-24,09,1.66
2019-02-24,10,2.66
2019-02-24,11,2.06
2019-02-24,12,2.12
2019-02-24,13,4.42
2019-02-24,14,2.05
2019-02-24,15,2.73
2019-02-24,16,2.08
2019-02-24,17,2.39
2019-02-24,18,4.68
2019-02-24,19,4.13
2019-02-24,20,3.92
2019-02-24,21,2.80
2019-02-24,22,3.38
2019-02-24,23,3.18
2019-02-25,00,2.73
2019-02-25,01,0.54
2019-02-25,02,0.26
2019-02-25,03,0.31
2019-02-25,04,0.24
2019-02-25,05,0.27
2019-02-25,06,0.21
2019-02-25,07,0.55
2019-02-25,08,2.50
2019-02-25,09,2.44
2019-02-25,10,3.40
2019-02-25,11,2.20
2019-02-25,12,2.18
2019-02-25,13,2.16
2019-02-25,14,2.41
2019-02-25,15,3.15
2019-02-25,16,2.78
2019-02-25,17,2.33
2019-02-25,18,2.53
2019-02-25,19,2.20
2019-02-25,20,2.55
2019-02-25,21,4.04
2019-02-25,22,4.33
2019-02-25,23,3.51
2019-02-26,00,2.31
2019-02-26,01,1.59
2019-02-26,02,1.13
2019-02-26,03,1.17
2019-02-26,04,0.99
2019-02-26,05,1.32
2019-02-26,06,1.14
2019-02-26,07,1.21
2019-02-26,08,1.20
2019-02-26,09,1.27
2019-02-26,10,1.96
2019-02-26,11,2.44
2019-02-26,12,1.89
2019-02-26,13,1.95
2019-02-26,14,1.78
2019-02-26,15,2.68
2019-02-26,16,2.64
2019-02-26,17,2.70
2019-02-26,18,2.54
2019-02-26,19,1.87
2019-02-26,20,1.85
2019-02-26,21,3.11
2019-02-26,22,2.21
2019-02-26,23,1.13
2019-02-27,00,0.39
2019-02-27,01,0.22
2019-02-27,02,0.29
2019-02-27,03,0.26
2019-02-27,04,0.37
2019-02-27,05,0.28
2019-02-27,06,0.25
2019-02-27,07,0.25
2019-02-27,08,0.38
2019-02-27,09,3.84
2019-02-27,10,2.49
2019-02-27,11,2.29
2019-02-27,12,4.05
2019-02-27,13,4.83
2019-02-27,14,2.04
2019-02-27,15,1.96
2019-02-27,16,1.82
2019-02-27,17,2.04
2019-02-27,18,2.93
2019-02-27,19,3.52
2019-02-27,20,4.45
2019-02-27,21,4.77
2019-02-27,22,4.62
2019-02-27,23,3.50
2019-02-28,00,1.19
2019-02-28,01,0.44
2019-02-28,02,0.23
2019-02-28,03,0.32
2019-02-28,04,0.22
2019-02-28,05,0.31
2019-02-28,06,0.21
2019-02-28,07,0.46
2019-02-28,08,0.36
2019-02-28,09,1.36
2019-02-28,10,2.85
2019-02-28,11,3.08
2019-02-28,12,2.75
2019-02-28,13,2.42
2019-02-28,14,2.13
2019-02-28,15,2.37
2019-02-28,16,2.87
2019-02-28,17,2.08
2019-02-28,18,2.16
2019-02-28,19,4.11
2019-02-28,20,4.12
2019-02-28,21,3.39
2019-02-28,22,4.09
2019-02-28,23,3.17
2019-03-01,00,2.84
2019-03-01,01,0.85
2019-03-01,02,0.83
2019-03-01,03,0.97
2019-03-01,04,0.82
2019-03-01,05,0.84
2019-03-01,06,1.02
2019-03-01,07,0.85
2019-03-01,08,1.18
2019-03-01,09,1.53
2019-03-01,10,3.23
2019-03-01,11,4.01
2019-03-01,12,3.14
